year,make,model,display_trim,bolt_pattern,center_bore_mm,thread_size,offset_min,offset_max,diameter_min,diameter_max,width_min,width_max,wheel_count,source,issue_types,issue_details
2000,"acura","integra","Base","4x100",56.1,"M12x1.5",40,50,14,15,6,6,2,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2000,"acura","tl","Base, Technology, SH-AWD, Advance","5x114.3",64.1,"M12x1.5",45,55,16,17,6.5,7,2,"cache-import","sibling_aggregation","Multiple trims grouped: Base, Technology, SH-AWD, Advance"
2000,"audi","a3","Base","5x100",57.1,"M14x1.5",35,43,15,17,6,7,3,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2000,"audi","a4","1.8T","5x112",66.5,"M14x1.5",15,54,15,15,7,7,1,"generation_inherit","offset_range_too_broad","39mm offset spread (15mm to 54mm)"
2000,"audi","a4","2.0T","5x112",66.5,"M14x1.5",15,54,16,16,7,7,1,"generation_inherit","offset_range_too_broad","39mm offset spread (15mm to 54mm)"
2000,"audi","a4","Base","5x112",57.1,"M14x1.5",35,45,15,17,6,7,3,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2000,"audi","a6","2.7T","5x112",66.5,"M14x1.5",15,54,16,16,7,7,1,"generation_inherit","offset_range_too_broad","39mm offset spread (15mm to 54mm)"
2000,"audi","a6","45 TFSI","5x112",66.5,"M14x1.5",15,54,17,17,8,8,1,"generation_inherit","offset_range_too_broad","39mm offset spread (15mm to 54mm)"
2000,"audi","a6","45 TFSI","5x112",66.5,"M14x1.5",15,54,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","39mm offset spread (15mm to 54mm)"
2000,"audi","a6","Base","5x112",57.1,"M14x1.5",25,45,16,18,6.5,7.5,3,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2000,"audi","s4","Base","5x112",57.1,"M14x1.5",35,42,17,18,7,7.5,2,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2000,"audi","s4","S4","5x112",66.5,"M14x1.5",15,54,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","39mm offset spread (15mm to 54mm)"
2000,"bmw","3-series","330i xDrive","5x120",72.6,"M14x1.25",12,51,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2000,"bmw","3-series","330i xDrive","5x120",72.6,"M14x1.25",12,51,16,16,7,7,1,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2000,"bmw","3-series","330i xDrive","5x120",72.6,"M14x1.25",12,51,16,16,7,7,1,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2000,"bmw","3-series","330i xDrive","5x120",72.6,"M14x1.25",12,51,16,16,7,7,1,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2000,"bmw","3-series","Base","5x120",72.6,"M12x1.5",35,47,16,18,6.5,7.5,3,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2000,"bmw","5-series","Base","5x120",72.6,"M12x1.5",18,24,16,18,6.5,7.5,3,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2000,"bmw","5-series","M5","5x120",72.6,"M14x1.25",12,51,17,17,8,8,1,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2000,"bmw","5-series","M5","5x120",72.6,"M14x1.25",12,51,17,17,8,8,1,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2000,"bmw","5-series","M5","5x120",72.6,"M14x1.25",12,51,16,16,7,7,1,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2000,"bmw","5-series","M5","5x120",72.6,"M14x1.25",12,51,16,16,7,7,1,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2000,"bmw","m5","Base","5x120",72.6,"M12x1.5",22,32,19,20,8,8.5,2,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2000,"bmw","m5","M5","5x120",72.6,"M14x1.25",12,51,18,18,8,9.5,2,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2000,"bmw","m5","M5","5x120",72.6,"M14x1.25",12,51,18,18,8,9.5,2,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2000,"bmw","x5","Base","5x120",74.1,"M12x1.5",40,50,17,20,7,8.5,4,"cache-import","exact_safe","Specs within expected ranges"
2000,"buick","century","Custom, Limited","5x115",70.3,"M12x1.5",40,50,,,,,0,"generation_template","missing_wheel_specs; sibling_aggregation","No OEM wheel sizes defined; Multiple trims grouped: Custom, Limited"
2000,"buick","lesabre","Custom, Limited","5x115",70.3,"M12x1.5",40,50,15,15,6,6,1,"generation_template [filled from 2004 lesabre]","sibling_aggregation","Multiple trims grouped: Custom, Limited"
2000,"buick","regal","Sportback, TourX, GS","5x115",70.3,"M12x1.5",38,50,,,,,0,"generation_template","missing_wheel_specs; sibling_aggregation","No OEM wheel sizes defined; Multiple trims grouped: Sportback, TourX, GS"
2000,"cadillac","escalade","Luxury, Premium Luxury, Sport, Platinum, V","6x139.7",78.1,"M14x1.5",25,45,16,16,7,7,1,"final-gap-fill","sibling_aggregation","Multiple trims grouped: Luxury, Premium Luxury, Sport, Platinum, V"
2000,"chevrolet","camaro","Base","5x120.65",70.3,"M12x1.5",43,56,17,17,9,9,1,"generation_template [filled from 2000 camaro]","exact_safe","Single exact wheel spec"
2000,"chevrolet","camaro","SS","5x120.65",70.3,"M12x1.5",,59,17,17,9,9,1,"generation_inherit","offset_range_too_broad","59mm offset spread (0mm to 59mm)"
2000,"chevrolet","camaro","Z28","5x120.65",70.3,"M12x1.5",,59,16,17,8,9,2,"generation_inherit","offset_range_too_broad","59mm offset spread (0mm to 59mm)"
2000,"chevrolet","cavalier","LS, LS Sport","5x100",57.1,"M12x1.5",35,46,,,,,0,"generation_template","missing_wheel_specs; sibling_aggregation","No OEM wheel sizes defined; Multiple trims grouped: LS, LS Sport"
2000,"chevrolet","corvette","Base","5x120.65",70.3,"M12x1.5",40,58,17,18,8.5,9.5,2,"generation_template [filled from 2000 corvette]","plausible_shared","Multiple specs with reasonable spread"
2000,"chevrolet","corvette","Z51","5x120.65",70.3,"M12x1.5",,59,17,18,8.5,9.5,2,"cleanup_corvette_c5","offset_range_too_broad","59mm offset spread (0mm to 59mm)"
2000,"chevrolet","impala","LS, LT, Premier","5x115",70.3,"M12x1.5",38,50,,,,,0,"generation_template","missing_wheel_specs; sibling_aggregation","No OEM wheel sizes defined; Multiple trims grouped: LS, LT, Premier"
2000,"chevrolet","lumina","Base","5x115",70.3,"M12x1.5",38,50,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2000,"chevrolet","malibu","LS, RS, LT, Premier","5x115",70.3,"M12x1.5",38,48,,,,,0,"generation_template","missing_wheel_specs; sibling_aggregation","No OEM wheel sizes defined; Multiple trims grouped: LS, RS, LT, Premier"
2000,"chevrolet","monte-carlo","Base","5x115",70.3,"M12x1.5",38,50,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2000,"chevrolet","silverado-1500","Base","6x139.7",78.1,"M14x1.5",25,35,17,17,7.5,7.5,1,"generation_template [sm-same-year:silverad:2000]","exact_safe","Single exact wheel spec"
2000,"chevrolet","silverado-1500","LS","6x139.7",78.1,"M14x1.5",,46,16,17,7,7.5,2,"generation_inherit","offset_range_too_broad","46mm offset spread (0mm to 46mm)"
2000,"chevrolet","silverado-1500","LT","6x139.7",78.1,"M14x1.5",,46,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","46mm offset spread (0mm to 46mm)"
2000,"chevrolet","silverado-1500","WT","6x139.7",78.1,"M14x1.5",,46,16,16,7,7,1,"generation_inherit","offset_range_too_broad","46mm offset spread (0mm to 46mm)"
2000,"chevrolet","silverado-1500","Z71","6x139.7",78.1,"M14x1.5",,46,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","46mm offset spread (0mm to 46mm)"
2000,"chevrolet","silverado-2500-hd","Base","8x165.1",116.7,"M14x1.5",-12,44,16,17,6.5,7.5,2,"manual_backfill [template:gm_hd_gen1_1999_2006]","plausible_shared","Multiple specs with reasonable spread"
2000,"chevrolet","silverado-2500-hd","LS","8x165.1",116.7,"M14x1.5",-12,44,16,17,6.5,7.5,2,"manual_backfill [template:gm_hd_gen1_1999_2006]","plausible_shared","Multiple specs with reasonable spread"
2000,"chevrolet","silverado-2500-hd","LT","8x165.1",116.7,"M14x1.5",-12,44,16,17,6.5,7.5,2,"manual_backfill [template:gm_hd_gen1_1999_2006]","plausible_shared","Multiple specs with reasonable spread"
2000,"chevrolet","silverado-2500hd","Base","8x165.1",116.7,"M14x1.5",-12,44,16,17,6.5,7.5,2,"api_import [template:gm_hd_gen1_1999_2006]","plausible_shared","Multiple specs with reasonable spread"
2000,"chevrolet","silverado-2500hd","Base","8x165.1",116.7,"M14x1.5",-12,44,16,16,7,7,1,"generation_inherit","offset_range_too_broad","56mm offset spread (-12mm to 44mm)"
2000,"chevrolet","silverado-2500hd","Cheyenne","8x165.1",116.7,"M14x1.5",-12,44,16,16,7,7,1,"generation_inherit","offset_range_too_broad","56mm offset spread (-12mm to 44mm)"
2000,"chevrolet","silverado-2500hd","Silverado","8x165.1",116.7,"M14x1.5",-12,44,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","56mm offset spread (-12mm to 44mm)"
2000,"chevrolet","silverado-2500hd","WT","8x165.1",116.7,"M14x1.5",-12,44,16,16,7,7,1,"generation_inherit","offset_range_too_broad","56mm offset spread (-12mm to 44mm)"
2000,"chevrolet","silverado-2500hd","Z71","8x165.1",116.7,"M14x1.5",-12,44,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","56mm offset spread (-12mm to 44mm)"
2000,"chevrolet","silverado-3500hd","Base","8x165.1",116.7,"M14x1.5",-12,44,16,17,6.5,7.5,2,"api_import [template:gm_hd_gen1_1999_2006]","plausible_shared","Multiple specs with reasonable spread"
2000,"chevrolet","suburban","LS, LT, RST, Z71, Premier, High Country","6x139.7",78.1,"M14x1.5",25,46,16,16,6.5,6.5,1,"generation_template [sib-near-year:yukon:2002]","sibling_aggregation","Multiple trims grouped: LS, LT, RST, Z71, Premier, High Country"
2000,"chevrolet","tahoe","LS, LT, RST, Z71, Premier, High Country","6x139.7",78.1,"M14x1.5",25,46,,,,,0,"generation_template","missing_wheel_specs; sibling_aggregation","No OEM wheel sizes defined; Multiple trims grouped: LS, LT, RST, Z71, Premier, High Country"
2000,"chrysler","town-and-country","LX/Touring","5x114.3",71.5,"M12x1.5",35,50,16,17,6.5,6.5,2,"batch6-minivans-evs","plausible_shared","Multiple specs with reasonable spread"
2000,"chrysler","town-and-country","Limited","5x114.3",71.5,"M12x1.5",35,50,17,17,6.5,6.5,1,"batch6-minivans-evs","exact_safe","Single exact wheel spec"
2000,"daewoo","lanos","Base","4x100",56.6,"M12x1.5",40,50,14,14,6,6,1,"api_import","exact_safe","Single exact wheel spec"
2000,"daewoo","leganza","Base","5x114.3",67.1,"M12x1.5",40,50,15,16,6,6.5,2,"api_import","plausible_shared","Multiple specs with reasonable spread"
2000,"daewoo","nubira","Base","4x100",56.6,"M12x1.5",40,50,14,15,6,6,2,"api_import","plausible_shared","Multiple specs with reasonable spread"
2000,"dodge","avenger","Base","5x114.3",67.1,"M12x1.5",35,50,15,17,6,7,3,"generation_template","plausible_shared","Multiple specs with reasonable spread"
2000,"dodge","dakota","Base","5x114.3",71.5,"M12x1.5",,35,15,16,6,6.5,2,"generation_template","offset_range_too_broad","35mm offset spread (0mm to 35mm)"
2000,"dodge","durango","Base","6x114.3",71.5,"M12x1.5",15,35,15,17,6,7,3,"generation_template","plausible_shared","Multiple specs with reasonable spread"
2000,"dodge","grand-caravan","Base","5x114.3",67.1,"M12x1.5",35,50,15,16,6,6.5,2,"generation_template","plausible_shared","Multiple specs with reasonable spread"
2000,"dodge","ram-1500","Laramie","5x139.7",77.8,"M14x1.5",-12,45,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","57mm offset spread (-12mm to 45mm)"
2000,"dodge","ram-1500","SLT","5x139.7",77.8,"M14x1.5",-12,45,16,16,7,7,1,"generation_inherit","offset_range_too_broad","57mm offset spread (-12mm to 45mm)"
2000,"dodge","ram-1500","ST","5x139.7",77.8,"M14x1.5",-12,45,16,16,7,7,1,"generation_inherit","offset_range_too_broad","57mm offset spread (-12mm to 45mm)"
2000,"dodge","ram-1500","Sport","5x139.7",77.8,"M14x1.5",-12,45,17,17,8,8,1,"generation_inherit","offset_range_too_broad","57mm offset spread (-12mm to 45mm)"
2000,"dodge","ram-2500","Laramie","8x165.1",121.3,"M14x1.5",-50,60,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","110mm offset spread (-50mm to 60mm)"
2000,"dodge","ram-2500","SLT","8x165.1",121.3,"M14x1.5",-50,60,16,16,7,7,1,"generation_inherit","offset_range_too_broad","110mm offset spread (-50mm to 60mm)"
2000,"dodge","ram-2500","ST","8x165.1",121.3,"M14x1.5",-50,60,16,16,7,7,1,"generation_inherit","offset_range_too_broad","110mm offset spread (-50mm to 60mm)"
2000,"dodge","ram-3500","Laramie","8x165.1",121.3,"M14x1.5",-50,60,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","110mm offset spread (-50mm to 60mm)"
2000,"dodge","ram-3500","SLT","8x165.1",121.3,"M14x1.5",-50,60,16,16,7,7,1,"generation_inherit","offset_range_too_broad","110mm offset spread (-50mm to 60mm)"
2000,"dodge","ram-3500","ST","8x165.1",121.3,"M14x1.5",-50,60,16,16,7,7,1,"generation_inherit","offset_range_too_broad","110mm offset spread (-50mm to 60mm)"
2000,"ford","escape","XLS/XLT","5x114.3",67.1,"M12x1.5",40,50,15,15,6.5,6.5,1,"batch6-minivans-evs","exact_safe","Single exact wheel spec"
2000,"ford","expedition","XL, XLT, Limited, King Ranch, Platinum, Timberline","5x135",87.1,"M14x2.0",10,35,16,17,6.5,7,2,"cache-import","sibling_aggregation","Multiple trims grouped: XL, XLT, Limited, King Ranch, Platinum, Timberline"
2000,"ford","explorer","Base, XLT, Limited, ST, Platinum, King Ranch, Timberline","5x114.3",70.5,"M12x1.5",35,50,15,16,6,6.5,2,"cache-import","sibling_aggregation","Multiple trims grouped: Base, XLT, Limited, ST, Platinum, King Ranch, Timberline"
2000,"ford","f-150","Base","6x135",87.1,"M14x2.0",25,44,16,17,6.5,7,2,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2000,"ford","f-150","Lariat","5x135",87.1,"M14x2.0",10,35,17,17,7.5,7.5,1,"generation_inherit","exact_safe","Single exact wheel spec"
2000,"ford","f-150","Lightning","5x135",87.1,"M14x2.0",10,35,18,18,9.5,9.5,1,"generation_inherit","exact_safe","Single exact wheel spec"
2000,"ford","f-150","XL","5x135",87.1,"M14x2.0",10,35,16,16,7,7,1,"generation_inherit","exact_safe","Single exact wheel spec"
2000,"ford","f-150","XLT","5x135",87.1,"M14x2.0",10,35,16,17,7,7.5,2,"generation_inherit","plausible_shared","Multiple specs with reasonable spread"
2000,"ford","f-250","Lariat","8x170",124.9,"M14x2.0",25,60,18,18,8,8,1,"generation_inherit","offset_range_too_broad","35mm offset spread (25mm to 60mm)"
2000,"ford","f-250","XL","8x170",124.9,"M14x2.0",25,60,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","35mm offset spread (25mm to 60mm)"
2000,"ford","f-250","XLT","8x170",124.9,"M14x2.0",25,60,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","35mm offset spread (25mm to 60mm)"
2000,"ford","f-350","Lariat","8x170",124.9,"M14x2.0",25,60,18,18,8,8,1,"generation_inherit","offset_range_too_broad","35mm offset spread (25mm to 60mm)"
2000,"ford","f-350","XL","8x170",124.9,"M14x2.0",25,60,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","35mm offset spread (25mm to 60mm)"
2000,"ford","f-350","XLT","8x170",124.9,"M14x2.0",25,60,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","35mm offset spread (25mm to 60mm)"
2000,"ford","focus","LX","4x108",63.4,"M12x1.5",35,52,14,14,5.5,5.5,1,"batch2v2-trim-groups","exact_safe","Single exact wheel spec"
2000,"ford","focus","SE/ZX3/ZX5","4x108",63.4,"M12x1.5",35,52,15,15,6,6,1,"batch2v2-trim-groups","exact_safe","Single exact wheel spec"
2000,"ford","focus","ZTS/SES/ST","4x108",63.4,"M12x1.5",40,52,16,16,6.5,6.5,1,"batch2v2-trim-groups","exact_safe","Single exact wheel spec"
2000,"ford","mustang","Base/V6","5x114.3",70.5,"1/2-20",24,45,15,15,7,7,1,"batch3-sports-cars","exact_safe","Single exact wheel spec"
2000,"ford","mustang","GT","5x114.3",70.5,"1/2-20",24,45,16,17,7.5,8,2,"batch3-sports-cars","plausible_shared","Multiple specs with reasonable spread"
2000,"ford","ranger","XL, XLT, Lariat, Tremor, Raptor","5x114.3",70.5,"M12x1.75",35,55,15,16,6,6.5,2,"cache-import","sibling_aggregation","Multiple trims grouped: XL, XLT, Lariat, Tremor, Raptor"
2000,"geo","metro","Base","4x100",54,"M12x1.25",40,50,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2000,"geo","prizm","Base","4x100",54.1,"M12x1.5",40,50,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2000,"geo","tracker","Base","5x139.7",108,"M12x1.25",5,20,,,,,0,"generation_template","missing_wheel_specs; suspicious_center_bore","No OEM wheel sizes defined; Center bore 108mm outside expected range for vehicle class"
2000,"gmc","sierra-1500","Base","6x139.7",78.1,"M14x1.5",25,35,17,17,7.5,7.5,1,"generation_template [filled from 2000 sierra-1500]","exact_safe","Single exact wheel spec"
2000,"gmc","sierra-1500","SL","6x139.7",78.1,"M14x1.5",,46,16,16,7,7,1,"generation_inherit","offset_range_too_broad","46mm offset spread (0mm to 46mm)"
2000,"gmc","sierra-1500","SLE","6x139.7",78.1,"M14x1.5",,46,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","46mm offset spread (0mm to 46mm)"
2000,"gmc","sierra-1500","SLT","6x139.7",78.1,"M14x1.5",,46,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","46mm offset spread (0mm to 46mm)"
2000,"gmc","sierra-2500hd","Base","8x165.1",116.7,"M14x1.5",-12,44,16,17,6.5,7.5,2,"api_import [template:gm_hd_gen1_1999_2006]","plausible_shared","Multiple specs with reasonable spread"
2000,"gmc","sierra-2500hd","SLE","8x165.1",116.7,"M14x1.5",-12,44,16,17,6.5,7.5,2,"api_import [template:gm_hd_gen1_1999_2006]","plausible_shared","Multiple specs with reasonable spread"
2000,"gmc","sierra-2500hd","SLT","8x165.1",116.7,"M14x1.5",-12,44,16,17,6.5,7.5,2,"api_import [template:gm_hd_gen1_1999_2006]","plausible_shared","Multiple specs with reasonable spread"
2000,"gmc","sierra-3500hd","Base","8x165.1",116.7,"M14x1.5",-12,44,16,17,6.5,7.5,2,"api_import [template:gm_hd_gen1_1999_2006]","plausible_shared","Multiple specs with reasonable spread"
2000,"gmc","sierra-3500hd","SLE","8x165.1",116.7,"M14x1.5",-12,44,16,17,6.5,7.5,2,"api_import [template:gm_hd_gen1_1999_2006]","plausible_shared","Multiple specs with reasonable spread"
2000,"gmc","sierra-3500hd","SLT","8x165.1",116.7,"M14x1.5",-12,44,16,17,6.5,7.5,2,"api_import [template:gm_hd_gen1_1999_2006]","plausible_shared","Multiple specs with reasonable spread"
2000,"gmc","yukon","SLE, SLT, AT4, Denali, Denali Ultimate","6x139.7",78.1,"M14x1.5",25,46,16,16,6.5,6.5,1,"generation_template [sib-same-year:suburban:2000]","sibling_aggregation","Multiple trims grouped: SLE, SLT, AT4, Denali, Denali Ultimate"
2000,"gmc","yukon-xl","SLE, SLT, AT4, Denali, Denali Ultimate","6x139.7",78.1,"M14x1.5",25,46,16,16,6.5,6.5,1,"generation_template [sib-same-year:suburban:2000]","sibling_aggregation","Multiple trims grouped: SLE, SLT, AT4, Denali, Denali Ultimate"
2000,"honda","accord","LX, Sport, EX, EX-L, Touring","4x114.3",64.1,"M12x1.5",40,55,15,16,6,6.5,2,"cache-import","sibling_aggregation; suspicious_bolt_pattern","Multiple trims grouped: LX, Sport, EX, EX-L, Touring; Bolt pattern 4x114.3 unexpected for honda (expected: 5x114.3, 5x120, 4x100, 5x100)"
2000,"honda","civic","LX, Sport, EX, EX-L, Touring, Si","4x100",56.1,"M12x1.5",40,50,14,15,6,6,2,"cache-import","sibling_aggregation","Multiple trims grouped: LX, Sport, EX, EX-L, Touring, Si"
2000,"honda","cr-v","LX, EX, EX-L, Touring","5x114.3",64.1,"M12x1.5",40,55,15,16,6,6.5,2,"cache-import","sibling_aggregation","Multiple trims grouped: LX, EX, EX-L, Touring"
2000,"honda","insight","Base","4x100",56.1,"M12x1.5",40,50,14,14,5,5,1,"final-gap-fill","exact_safe","Single exact wheel spec"
2000,"honda","odyssey","EX","5x114.3",64.1,"M12 x 1.5",45,55,15,16,6,6.5,2,"batch1-fill","plausible_shared","Multiple specs with reasonable spread"
2000,"honda","odyssey","EX-L","5x114.3",64.1,"M12 x 1.5",45,55,15,16,6,6.5,2,"batch1-fill","plausible_shared","Multiple specs with reasonable spread"
2000,"honda","odyssey","LX","5x114.3",64.1,"M12 x 1.5",45,55,15,16,6,6.5,2,"batch1-fill","plausible_shared","Multiple specs with reasonable spread"
2000,"hummer","h1","Base","8x165.1",117,"M14x1.5",-50,-30,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2000,"hyundai","accent","GLS/SE/SEL","4x100",54.1,"M12x1.5",35,50,14,15,5.5,5.5,2,"batch7-subcompacts-final","plausible_shared","Multiple specs with reasonable spread"
2000,"hyundai","elantra","GLS/GT","4x114.3",67.1,"M12x1.5",38,48,15,15,6,6,1,"batch4-suvs-sedans","exact_safe","Single exact wheel spec"
2000,"hyundai","sonata","GLS/LX","5x114.3",67.1,"M12x1.5",35,46,16,16,6.5,6.5,1,"batch4-suvs-sedans","exact_safe","Single exact wheel spec"
2000,"hyundai","sonata","SE, SEL, SEL Plus, Limited, N Line","5x114.3",67.1,"M12x1.5",35,46,15,15,6,6,1,"batch4-suvs-sedans","sibling_aggregation","Multiple trims grouped: SE, SEL, SEL Plus, Limited, N Line"
2000,"isuzu","rodeo","Base","6x139.7",106,"M12x1.5",15,35,16,17,6.5,7,2,"api_import","plausible_shared","Multiple specs with reasonable spread"
2000,"isuzu","trooper","Base","6x139.7",106,"M12x1.5",10,30,16,17,6.5,7,2,"api_import","plausible_shared","Multiple specs with reasonable spread"
2000,"jeep","cherokee","Classic/Limited","5x114.3",71.5,"1/2-20",,35,16,16,7,7,1,"batch3-sports-cars","offset_range_too_broad","35mm offset spread (0mm to 35mm)"
2000,"jeep","cherokee","SE","5x114.3",71.5,"1/2-20",,35,15,15,7,7,1,"batch3-sports-cars","offset_range_too_broad","35mm offset spread (0mm to 35mm)"
2000,"jeep","cherokee","Sport","5x114.3",71.5,"1/2-20",,35,15,15,7,7,1,"batch3-sports-cars","offset_range_too_broad","35mm offset spread (0mm to 35mm)"
2000,"jeep","grand-cherokee","Base","5x127",71.5,"M12x1.5",35,55,16,17,6.5,7,2,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2000,"jeep","grand-cherokee","Laredo","5x127",71.5,"M14x1.5",-25,56.4,16,16,7,7,1,"generation_inherit","offset_range_too_broad","81.4mm offset spread (-25mm to 56.4mm)"
2000,"jeep","grand-cherokee","Laredo, Limited","5x127",71.5,"1/2-20",35,50,16,17,7,7.5,2,"final-gap-fill","sibling_aggregation","Multiple trims grouped: Laredo, Limited"
2000,"jeep","grand-cherokee","Limited","5x127",71.5,"M14x1.5",-25,56.4,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","81.4mm offset spread (-25mm to 56.4mm)"
2000,"jeep","wrangler","Base","5x114.3",71.5,"M12x1.5",-25,25,15,16,6,6.5,2,"cache-import","offset_range_too_broad","50mm offset spread (-25mm to 25mm)"
2000,"jeep","wrangler","SE","5x114.3",71.5,"M12x1.5",-25,55,15,15,7,7,1,"generation_inherit","offset_range_too_broad","80mm offset spread (-25mm to 55mm)"
2000,"jeep","wrangler","Sahara","5x114.3",71.5,"M12x1.5",-25,55,16,16,7,7,1,"generation_inherit","offset_range_too_broad","80mm offset spread (-25mm to 55mm)"
2000,"jeep","wrangler","Sport","5x114.3",71.5,"M12x1.5",-25,55,15,15,7,7,1,"generation_inherit","offset_range_too_broad","80mm offset spread (-25mm to 55mm)"
2000,"kia","sportage","Base/LX/EX","5x139.7",67.1,"M12x1.5",,30,15,16,6,7,2,"batch4-suvs-sedans","offset_range_too_broad; suspicious_bolt_pattern","30mm offset spread (0mm to 30mm); Bolt pattern 5x139.7 unexpected for kia (expected: 5x114.3, 5x120, 4x100)"
2000,"lexus","es","ES 250, ES 300h, ES 350, F Sport","5x114.3",60.1,"M12x1.5",35,50,15,16,6,6.5,2,"cache-import","sibling_aggregation","Multiple trims grouped: ES 250, ES 300h, ES 350, F Sport"
2000,"lexus","gs","GS 300, GS 350, GS F, F Sport","5x114.3",60.1,"M12x1.5",40,55,16,17,6.5,7,2,"cache-import","sibling_aggregation","Multiple trims grouped: GS 300, GS 350, GS F, F Sport"
2000,"lexus","is","IS 300, IS 350, IS 500, F Sport","5x114.3",60.1,"M12x1.5",40,55,16,17,6.5,7,2,"cache-import","sibling_aggregation","Multiple trims grouped: IS 300, IS 350, IS 500, F Sport"
2000,"lexus","ls","LS 500, LS 500h, F Sport","5x114.3",60.1,"M12x1.5",35,50,16,16,6.5,6.5,1,"cache-import","sibling_aggregation","Multiple trims grouped: LS 500, LS 500h, F Sport"
2000,"lexus","lx","LX 570, LX 600, F Sport, Ultra Luxury","5x150",110.1,"M14x1.5",40,60,17,18,7,7.5,2,"cache-import","sibling_aggregation","Multiple trims grouped: LX 570, LX 600, F Sport, Ultra Luxury"
2000,"lexus","rx","RX 350, RX 350L, RX 450h, RX 500h, F Sport","5x114.3",60.1,"M12x1.5",35,55,16,17,6.5,7,2,"cache-import","sibling_aggregation","Multiple trims grouped: RX 350, RX 350L, RX 450h, RX 500h, F Sport"
2000,"lincoln","continental","Premiere, Select, Reserve, Black Label","5x108",63.4,"M12x1.75",47.5,52.5,19,21,8,9,3,"generation-baseline","sibling_aggregation","Multiple trims grouped: Premiere, Select, Reserve, Black Label"
2000,"lincoln","ls","Base","5x114.3",63.4,"M12x1.5",37.5,44,17,18,7,7.5,2,"generation-baseline","plausible_shared","Multiple specs with reasonable spread"
2000,"lincoln","navigator","Standard, Reserve, Black Label","5x135",87.1,"M14x2.0",10,35,20,24,8,8.5,3,"generation-baseline","sibling_aggregation; suspicious_bolt_pattern","Multiple trims grouped: Standard, Reserve, Black Label; Bolt pattern 5x135 unexpected for lincoln (expected: 5x114.3, 6x135, 5x120, 5x108)"
2000,"lincoln","town-car","Executive, Signature, Signature Limited, Cartier","5x114.3",70.6,"M14x2.0",37.5,44,16,17,6.5,7,2,"generation-baseline","sibling_aggregation","Multiple trims grouped: Executive, Signature, Signature Limited, Cartier"
2000,"mazda","mx-5-miata","Base/LS","4x100",54.1,"M12x1.5",40,50,15,16,6,6.5,2,"batch5-sports-more","plausible_shared","Multiple specs with reasonable spread"
2000,"mercedes","c-class","Base","5x112",66.6,"M12x1.5",35,44,15,17,6,7,3,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2000,"mercedes","c-class","C220","5x112",66.6,"M14x1.5",25,60,15,15,7,7,1,"generation_inherit","offset_range_too_broad","35mm offset spread (25mm to 60mm)"
