year,make,model,display_trim,bolt_pattern,center_bore_mm,thread_size,offset_min,offset_max,diameter_min,diameter_max,width_min,width_max,wheel_count,source,issue_types,issue_details
2007,"mini","cooper","Classic, Signature, Iconic, S, John Cooper Works","4x100",56.1,"M12x1.5",40,50,15,18,6,7.5,4,"cache-import","sibling_aggregation","Multiple trims grouped: Classic, Signature, Iconic, S, John Cooper Works"
2007,"mitsubishi","eclipse","GS, GT, Spyder GS, Spyder GT","5x114.3",67.1,"M12x1.5",38,50,17,18,7,7.5,2,"api_import","sibling_aggregation","Multiple trims grouped: GS, GT, Spyder GS, Spyder GT"
2007,"mitsubishi","galant","DE, ES, SE, GT, GTS, Ralliart","5x114.3",67.1,"M12x1.5",40,52,16,18,6.5,7.5,3,"api_import","sibling_aggregation","Multiple trims grouped: DE, ES, SE, GT, GTS, Ralliart"
2007,"mitsubishi","lancer","DE, ES, SE, GT, GTS, Ralliart","4x114.3",67.1,"M12x1.5",40,50,14,16,6,6.5,3,"api_import","sibling_aggregation; suspicious_bolt_pattern","Multiple trims grouped: DE, ES, SE, GT, GTS, Ralliart; Bolt pattern 4x114.3 unexpected for mitsubishi (expected: 5x114.3, 6x139.7, 4x100, 5x114.3)"
2007,"mitsubishi","outlander","ES, SE, SEL, GT","5x114.3",67.1,"M12x1.5",38,50,16,18,6.5,7.5,2,"api_import","sibling_aggregation","Multiple trims grouped: ES, SE, SEL, GT"
2007,"nissan","altima","S, SV, SL, SR, Platinum","5x114.3",66.1,"M12x1.25",35,55,16,18,6.5,7.5,3,"cache-import","sibling_aggregation","Multiple trims grouped: S, SV, SL, SR, Platinum"
2007,"nissan","armada","S, SV, SL, Platinum","6x139.7",78.1,"M14x1.5",15,40,18,20,7.5,8.5,2,"cache-import","sibling_aggregation","Multiple trims grouped: S, SV, SL, Platinum"
2007,"nissan","frontier","S, SV, PRO-4X, PRO-X","6x114.3",66.1,"M12x1.25",25,50,16,18,6.5,7.5,3,"generation_inherit_2021","sibling_aggregation; suspicious_bolt_pattern","Multiple trims grouped: S, SV, PRO-4X, PRO-X; Bolt pattern 6x114.3 unexpected for nissan (expected: 5x114.3, 6x139.7, 5x120, 4x114.3, 4x100)"
2007,"nissan","maxima","S, SV, SL, SR, Platinum","5x114.3",66.1,"M12x1.25",35,55,17,18,7,7.5,2,"cache-import","sibling_aggregation","Multiple trims grouped: S, SV, SL, SR, Platinum"
2007,"nissan","murano","S, SV, SL, Platinum","5x114.3",66.1,"M12x1.25",35,50,18,20,7.5,8.5,2,"cache-import","sibling_aggregation","Multiple trims grouped: S, SV, SL, Platinum"
2007,"nissan","pathfinder","S, SV, SL, Platinum","6x114.3",66.1,"M12x1.25",25,50,16,20,6.5,8.5,4,"cache-import","sibling_aggregation; suspicious_bolt_pattern","Multiple trims grouped: S, SV, SL, Platinum; Bolt pattern 6x114.3 unexpected for nissan (expected: 5x114.3, 6x139.7, 5x120, 4x114.3, 4x100)"
2007,"nissan","sentra","S, SV, SR","4x114.3",66.1,"M12x1.25",40,50,15,17,6,7,3,"cache-import","sibling_aggregation","Multiple trims grouped: S, SV, SR"
2007,"nissan","titan","LE","6x139.7",78.1,"M14x1.5",10,45,20,20,8,8,1,"generation_inherit","offset_range_too_broad","35mm offset spread (10mm to 45mm)"
2007,"nissan","titan","Pro-4X","6x139.7",78.1,"M14x1.5",10,45,18,18,8,8,1,"generation_inherit","offset_range_too_broad","35mm offset spread (10mm to 45mm)"
2007,"nissan","titan","S","6x139.7",78.1,"M14x1.5",10,45,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","35mm offset spread (10mm to 45mm)"
2007,"nissan","titan","S, SV, SL, Platinum Reserve, PRO-4X","6x139.7",78.1,"M14x1.5",15,40,17,20,7,8.5,3,"generation_inherit_2015","sibling_aggregation","Multiple trims grouped: S, SV, SL, Platinum Reserve, PRO-4X"
2007,"nissan","titan","SL","6x139.7",78.1,"M14x1.5",10,45,20,20,8,8,1,"generation_inherit","offset_range_too_broad","35mm offset spread (10mm to 45mm)"
2007,"nissan","titan","SV","6x139.7",78.1,"M14x1.5",10,45,18,18,8,8,1,"generation_inherit","offset_range_too_broad","35mm offset spread (10mm to 45mm)"
2007,"nissan","versa","S, SV, SR","4x114.3",66.1,"M12x1.25",40,50,15,16,6,6.5,2,"cache-import","sibling_aggregation","Multiple trims grouped: S, SV, SR"
2007,"nissan","xterra","X, S, SE, Off-Road, PRO-4X","6x114.3",66.1,"M12x1.25",20,40,16,17,6.5,7,2,"cache-import","sibling_aggregation; suspicious_bolt_pattern","Multiple trims grouped: X, S, SE, Off-Road, PRO-4X; Bolt pattern 6x114.3 unexpected for nissan (expected: 5x114.3, 6x139.7, 5x120, 4x114.3, 4x100)"
2007,"nissan","z","Sport, Performance, NISMO","5x114.3",66.1,"M12x1.25",30,45,17,19,8,10,2,"cache-import","sibling_aggregation","Multiple trims grouped: Sport, Performance, NISMO"
2007,"pontiac","g6","Base","5x110",65.1,"M12x1.5",35,46,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2007,"pontiac","grand-prix","Base","5x115",70.3,"M12x1.5",38,50,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2007,"pontiac","solstice","Base","5x110",65.1,"M12x1.5",35,50,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2007,"porsche","911","Carrera, Carrera S, Carrera 4S, Turbo, Turbo S, GT3, GT3 RS","5x130",71.6,"M14x1.5",50,67,19,21,8.5,12,2,"cache-import","sibling_aggregation; width_range_too_broad","Multiple trims grouped: Carrera, Carrera S, Carrera 4S, Turbo, Turbo S, GT3, GT3 RS; 3.5"" width spread (8.5"" to 12"")"
2007,"porsche","boxster","Base, S, GTS, Spyder","5x130",71.6,"M14x1.5",50,65,17,19,7,8,3,"cache-import","sibling_aggregation","Multiple trims grouped: Base, S, GTS, Spyder"
2007,"porsche","cayenne","Base, S, E-Hybrid, GTS, Turbo, Turbo S","5x130",71.6,"M14x1.5",53,60,17,21,8.5,11,2,"cache-import","sibling_aggregation","Multiple trims grouped: Base, S, E-Hybrid, GTS, Turbo, Turbo S"
2007,"ram","1500","Laramie","5x139.7",78.1,"9/16-18",10,35,17,20,7,8,3,"batch1-fill","exact_safe","Specs within expected ranges"
2007,"ram","1500","SLT","5x139.7",78.1,"9/16-18",10,35,17,20,7,8,3,"batch1-fill","exact_safe","Specs within expected ranges"
2007,"ram","1500","ST","5x139.7",78.1,"9/16-18",10,35,17,20,7,8,3,"batch1-fill","exact_safe","Specs within expected ranges"
2007,"ram","1500","Sport","5x139.7",78.1,"9/16-18",10,35,17,20,7,8,3,"batch1-fill","exact_safe","Specs within expected ranges"
2007,"ram","2500","Laramie","8x165.1",121.3,"9/16-18",-12,44,17,17,7.5,7.5,1,"api_import [filled from 2007 2500]","offset_range_too_broad","56mm offset spread (-12mm to 44mm)"
2007,"ram","2500","Laramie","8x165.1",121.3,"M14x1.5",-12,60,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","72mm offset spread (-12mm to 60mm)"
2007,"ram","2500","Power Wagon","8x165.1",121.3,"9/16-18",-12,44,17,17,7.5,7.5,1,"api_import [filled from 2007 2500]","offset_range_too_broad","56mm offset spread (-12mm to 44mm)"
2007,"ram","2500","Power Wagon","8x165.1",121.3,"M14x1.5",-12,60,17,17,8,8,1,"generation_inherit","offset_range_too_broad","72mm offset spread (-12mm to 60mm)"
2007,"ram","2500","SLT","8x165.1",121.3,"M14x1.5",-12,60,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","72mm offset spread (-12mm to 60mm)"
2007,"ram","2500","ST","8x165.1",121.3,"M14x1.5",-12,60,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","72mm offset spread (-12mm to 60mm)"
2007,"ram","2500","Tradesman, Big Horn, Power Wagon, Laramie, Limited, Longhorn","8x165.1",121.3,"9/16-18",-12,44,17,17,7.5,7.5,1,"api_import [filled from 2007 2500]","sibling_aggregation","Multiple trims grouped: Tradesman, Big Horn, Power Wagon, Laramie, Limited, Longhorn"
2007,"ram","3500","Laramie","8x165.1",121.3,"9/16-18",-12,44,17,17,7.5,7.5,1,"api_import [filled from 2006 3500]","offset_range_too_broad","56mm offset spread (-12mm to 44mm)"
2007,"ram","3500","Tradesman, Big Horn, Laramie, Limited, Longhorn","8x165.1",121.3,"9/16-18",-12,44,17,17,7.5,7.5,1,"api_import [filled from 2007 3500]","sibling_aggregation","Multiple trims grouped: Tradesman, Big Horn, Laramie, Limited, Longhorn"
2007,"saab","9-3","Base","5x110",65.1,"M12x1.5",35,52,16,18,6.5,7.5,3,"api_import","plausible_shared","Multiple specs with reasonable spread"
2007,"saab","9-5","Base","5x110",65.1,"M12x1.5",35,52,16,18,6.5,7.5,3,"api_import","plausible_shared","Multiple specs with reasonable spread"
2007,"saturn","aura","Base","5x120",67.1,"M12x1.5",40,52,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2007,"saturn","ion","Base","5x115",70.3,"M12x1.5",40,50,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2007,"saturn","sky","Base","5x110",65.1,"M12x1.5",35,50,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2007,"saturn","vue","Base","5x115",70.3,"M12x1.5",38,48,,,,,0,"generation_template","missing_wheel_specs","No OEM wheel sizes defined"
2007,"scion","tc","Base, Release Series","5x114.3",60.1,"M12x1.5",40,55,17,18,7,7.5,2,"api_import","sibling_aggregation","Multiple trims grouped: Base, Release Series"
2007,"subaru","forester","Base, Premium, Sport, Limited, Touring, Wilderness","5x100",56.1,"M12x1.25",45,55,16,17,6.5,7,2,"cache-import","sibling_aggregation","Multiple trims grouped: Base, Premium, Sport, Limited, Touring, Wilderness"
2007,"subaru","impreza","Base, Premium, Sport, Limited","5x114.3",56.1,"M12x1.25",48,55,16,18,6.5,7.5,3,"manual_seed_spec","sibling_aggregation","Multiple trims grouped: Base, Premium, Sport, Limited"
2007,"subaru","legacy","Base, Premium, Sport, Limited, Touring XT","5x100",56.1,"M12x1.25",45,55,16,18,6.5,7.5,3,"cache-import","sibling_aggregation","Multiple trims grouped: Base, Premium, Sport, Limited, Touring XT"
2007,"subaru","outback","Base, Premium, Limited, Touring, Onyx Edition XT, Wilderness","5x100",56.1,"M12x1.25",45,55,16,17,6.5,7,2,"cache-import","sibling_aggregation","Multiple trims grouped: Base, Premium, Limited, Touring, Onyx Edition XT, Wilderness"
2007,"subaru","wrx","Base, Premium, Limited, GT","5x100",56.1,"M12x1.25",48,55,16,17,6.5,7,2,"cache-import","sibling_aggregation","Multiple trims grouped: Base, Premium, Limited, GT"
2007,"subaru","wrx","WRX","5x100",56.1,"M12x1.25",45,55,16,16,7,7,1,"generation_inherit","exact_safe","Single exact wheel spec"
2007,"subaru","wrx","WRX STI","5x100",56.1,"M12x1.25",45,55,17,17,8,8,1,"generation_inherit","exact_safe","Single exact wheel spec"
2007,"suzuki","grand-vitara","Base","5x114.3",60.1,"M12x1.25",40,55,16,18,6.5,7.5,3,"api_import","plausible_shared","Multiple specs with reasonable spread"
2007,"suzuki","sx4","Base","5x114.3",60.1,"M12x1.25",40,55,16,17,6.5,7,2,"api_import","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","4runner","Limited","6x139.7",106.1,"M12x1.5",10,30,16,18,7,7.5,3,"generation_import","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","4runner","SR5","6x139.7",106.1,"M12x1.5",10,30,16,18,7,7.5,3,"generation_import","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","4runner","Sport Edition","6x139.7",106.1,"M12x1.5",10,30,16,18,7,7.5,3,"generation_import","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","avalon","Limited/Touring","5x114.3",60.1,"M12x1.5",35,50,17,18,7,7.5,2,"batch7-subcompacts-final","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","avalon","XL/XLE","5x114.3",60.1,"M12x1.5",35,50,16,17,6.5,7,2,"batch7-subcompacts-final","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","camry","Hybrid","5x114.3",60.1,"M12x1.5",35,55,16,18,6.5,7.5,3,"generation_import","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","camry","LE","5x114.3",60.1,"M12x1.5",35,55,16,18,6.5,7.5,3,"generation_import","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","camry","SE","5x114.3",60.1,"M12x1.5",35,55,16,18,6.5,7.5,3,"generation_import","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","camry","XLE","5x114.3",60.1,"M12x1.5",35,55,16,18,6.5,7.5,3,"generation_import","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","corolla","L, LE, SE, XLE, XSE","5x114.3",60.1,"M12x1.5",35,50,15,18,6,7.5,4,"manual_seed_spec","sibling_aggregation","Multiple trims grouped: L, LE, SE, XLE, XSE"
2007,"toyota","fj-cruiser","Base","6x139.7",106.1,"M12x1.5",15,30,16,17,7.5,7.5,2,"final-gap-fill","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","highlander","L, LE, XLE, Limited, Platinum","5x114.3",60.1,"M12 x 1.5",35,50,16,17,6.5,6.5,2,"batch1-fill","sibling_aggregation","Multiple trims grouped: L, LE, XLE, Limited, Platinum"
2007,"toyota","highlander","Limited","5x114.3",60.1,"M12 x 1.5",35,50,16,17,6.5,6.5,2,"batch1-fill","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","land-cruiser","Base","5x150",110.1,"M14x1.5",50,60,16,18,8,8,3,"final-gap-fill","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","prius","L Eco, LE, XLE, Limited","5x114.3",60.1,"M12x1.5",35,50,15,19,6,7.5,3,"manual_seed_spec","sibling_aggregation","Multiple trims grouped: L Eco, LE, XLE, Limited"
2007,"toyota","rav4","LE, XLE, XLE Premium, Adventure, TRD Off-Road, Limited","5x114.3",60.1,"M12x1.5",35,50,17,18,6.5,7.5,2,"generation_import","sibling_aggregation","Multiple trims grouped: LE, XLE, XLE Premium, Adventure, TRD Off-Road, Limited"
2007,"toyota","rav4","Limited","5x114.3",60.1,"M12x1.5",35,50,17,18,6.5,7.5,2,"generation_import","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","rav4","Sport","5x114.3",60.1,"M12x1.5",35,50,17,18,6.5,7.5,2,"generation_import","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","sequoia","Limited","6x139.7",106.1,"M12x1.5",,35,16,17,7,7.5,2,"generation_import","offset_range_too_broad","35mm offset spread (0mm to 35mm)"
2007,"toyota","sequoia","SR5","6x139.7",106.1,"M12x1.5",,35,16,17,7,7.5,2,"generation_import","offset_range_too_broad","35mm offset spread (0mm to 35mm)"
2007,"toyota","sienna","CE","5x114.3",60.1,"M12 x 1.5",35,50,16,18,6.5,7,3,"batch1-fill","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","sienna","LE","5x114.3",60.1,"M12 x 1.5",35,50,16,18,6.5,7,3,"batch1-fill","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","sienna","Limited","5x114.3",60.1,"M12 x 1.5",35,50,16,18,6.5,7,3,"batch1-fill","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","sienna","XLE","5x114.3",60.1,"M12 x 1.5",35,50,16,18,6.5,7,3,"batch1-fill","plausible_shared","Multiple specs with reasonable spread"
2007,"toyota","tacoma","PreRunner","6x139.7",106.1,"M12x1.5",,30,16,18,7,7.5,3,"generation_import","offset_range_too_broad","30mm offset spread (0mm to 30mm)"
2007,"toyota","tacoma","SR, SR5, TRD Sport, TRD Off-Road, TRD Pro, Limited","6x139.7",106.1,"M12x1.5",,30,16,18,7,7.5,3,"generation_import","sibling_aggregation","Multiple trims grouped: SR, SR5, TRD Sport, TRD Off-Road, TRD Pro, Limited"
2007,"toyota","tacoma","SR5","6x139.7",106.1,"M12x1.5",,30,16,18,7,7.5,3,"generation_import","offset_range_too_broad","30mm offset spread (0mm to 30mm)"
2007,"toyota","tacoma","TRD Off-Road","6x139.7",106.1,"M12x1.5",,30,16,18,7,7.5,3,"generation_import","offset_range_too_broad","30mm offset spread (0mm to 30mm)"
2007,"toyota","tacoma","TRD Sport","6x139.7",106.1,"M12x1.5",,30,16,18,7,7.5,3,"generation_import","offset_range_too_broad","30mm offset spread (0mm to 30mm)"
2007,"toyota","tacoma","X-Runner","6x139.7",106.1,"M12x1.5",,30,16,18,7,7.5,3,"generation_import","offset_range_too_broad","30mm offset spread (0mm to 30mm)"
2007,"toyota","tundra","1794 Edition","5x150",110.1,"M14x1.5",-20,60,18,20,8,8,2,"generation_import","offset_range_too_broad","80mm offset spread (-20mm to 60mm)"
2007,"toyota","tundra","Limited","5x150",110.1,"M14x1.5",-20,60,18,20,8,8,2,"generation_import","offset_range_too_broad","80mm offset spread (-20mm to 60mm)"
2007,"toyota","tundra","Platinum","5x150",110.1,"M14x1.5",-20,60,18,20,8,8,2,"generation_import","offset_range_too_broad","80mm offset spread (-20mm to 60mm)"
2007,"toyota","tundra","SR","5x150",110.1,"M14x1.5",-20,60,18,20,8,8,2,"generation_import","offset_range_too_broad","80mm offset spread (-20mm to 60mm)"
2007,"toyota","tundra","SR5","5x150",110.1,"M14x1.5",-20,60,18,20,8,8,2,"generation_import","offset_range_too_broad","80mm offset spread (-20mm to 60mm)"
2007,"toyota","tundra","TRD Off-Road","5x150",110.1,"M14x1.5",-20,60,18,20,8,8,2,"generation_import","offset_range_too_broad","80mm offset spread (-20mm to 60mm)"
2007,"toyota","tundra","TRD Pro","5x150",110.1,"M14x1.5",-20,60,18,20,8,8,2,"generation_import","offset_range_too_broad","80mm offset spread (-20mm to 60mm)"
2007,"toyota","tundra","TRD Sport","5x150",110.1,"M14x1.5",-20,60,18,20,8,8,2,"generation_import","offset_range_too_broad","80mm offset spread (-20mm to 60mm)"
2007,"toyota","yaris","Base/LE/XLE","4x100",54.1,"M12x1.5",35,50,15,16,5.5,6,2,"batch7-subcompacts-final","plausible_shared","Multiple specs with reasonable spread"
2007,"volkswagen","golf","S, SE, SEL","5x112",57.1,"M14x1.5",40,50,15,17,6,7,3,"cache-import","sibling_aggregation","Multiple trims grouped: S, SE, SEL"
2007,"volkswagen","gti","S, SE, Autobahn","5x112",57.1,"M14x1.5",45,51,17,18,7,7.5,2,"cache-import","sibling_aggregation","Multiple trims grouped: S, SE, Autobahn"
2007,"volkswagen","jetta","S, Sport, SE, SEL, GLI","5x112",57.1,"M14x1.5",40,51,15,17,6,7,3,"cache-import","sibling_aggregation","Multiple trims grouped: S, Sport, SE, SEL, GLI"
2007,"volkswagen","passat","S, SE, R-Line, SEL Premium","5x112",57.1,"M14x1.5",40,50,16,18,6.5,7.5,3,"cache-import","sibling_aggregation","Multiple trims grouped: S, SE, R-Line, SEL Premium"
2007,"volvo","s60","Momentum, R-Design, Inscription, Polestar Engineered","5x108",63.4,"M12x1.5",42,58.5,17,20,7,8.5,4,"api_import","sibling_aggregation","Multiple trims grouped: Momentum, R-Design, Inscription, Polestar Engineered"
2007,"volvo","xc90","Momentum, R-Design, Inscription, Polestar Engineered","5x108",63.4,"M12x1.5",42,58.5,18,21,7.5,9,4,"api_import","sibling_aggregation","Multiple trims grouped: Momentum, R-Design, Inscription, Polestar Engineered"
2008,"acura","mdx","Base, Technology, A-Spec, Advance, Type S","5x120",64.1,"M14x1.5",40,55,18,19,7.5,8,2,"cache-import","sibling_aggregation","Multiple trims grouped: Base, Technology, A-Spec, Advance, Type S"
2008,"acura","rdx","Base, Technology, A-Spec, Advance","5x114.3",64.1,"M12x1.5",40,55,18,19,7.5,8,2,"cache-import","sibling_aggregation","Multiple trims grouped: Base, Technology, A-Spec, Advance"
2008,"acura","tl","Base, Technology, SH-AWD, Advance","5x120",64.1,"M12x1.5",40,50,17,18,7,7.5,2,"cache-import","sibling_aggregation","Multiple trims grouped: Base, Technology, SH-AWD, Advance"
2008,"acura","tsx","Base, Technology, Special Edition","5x114.3",64.1,"M12x1.5",45,55,17,17,7,7,1,"cache-import","sibling_aggregation","Multiple trims grouped: Base, Technology, Special Edition"
2008,"aston-martin","vantage","V8/V12 Vantage (2nd Gen)","5x114.3",68.1,"M14x1.5",38,55,18,19,8.5,11.5,2,"generation","plausible_shared","Multiple specs with reasonable spread"
2008,"audi","a3","Base","5x112",57.1,"M14x1.5",42,54,16,18,6.5,7.5,3,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2008,"audi","a4","2.0T","5x112",66.5,"M14x1.5",15,54,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","39mm offset spread (15mm to 54mm)"
2008,"audi","a4","2.0T","5x112",66.5,"M14x1.5",15,54,16,16,7,7,1,"generation_inherit","offset_range_too_broad","39mm offset spread (15mm to 54mm)"
2008,"audi","a4","Base","5x112",57.1,"M14x1.5",35,46,16,19,6.5,8,4,"cache-import","exact_safe","Specs within expected ranges"
2008,"audi","a6","45 TFSI","5x112",66.5,"M14x1.5",15,54,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","39mm offset spread (15mm to 54mm)"
2008,"audi","a6","45 TFSI","5x112",66.5,"M14x1.5",15,54,18,18,8,8,1,"generation_inherit","offset_range_too_broad","39mm offset spread (15mm to 54mm)"
2008,"audi","a6","Base","5x112",57.1,"M14x1.5",25,45,16,20,6.5,8.5,5,"cache-import","exact_safe","Specs within expected ranges"
2008,"audi","q7","Premium, Premium Plus, Prestige, SQ7","5x130",71.6,"M14x1.5",53,60,18,21,7.5,9,4,"cache-import","sibling_aggregation; suspicious_bolt_pattern","Multiple trims grouped: Premium, Premium Plus, Prestige, SQ7; Bolt pattern 5x130 unexpected for audi (expected: 5x112, 5x100)"
2008,"audi","s4","Base","5x112",57.1,"M14x1.5",35,45,18,19,7.5,8,2,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2008,"audi","s4","S4","5x112",66.5,"M14x1.5",15,54,18,18,8,8,1,"generation_inherit","offset_range_too_broad","39mm offset spread (15mm to 54mm)"
2008,"bmw","3-series","330i xDrive","5x120",72.6,"M14x1.25",12,51,16,17,7,8,2,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2008,"bmw","3-series","330i xDrive","5x120",72.6,"M14x1.25",12,51,17,18,8,8,2,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2008,"bmw","3-series","Base","5x120",72.6,"M12x1.5",34,47,16,19,6.5,8,4,"cache-import","exact_safe","Specs within expected ranges"
2008,"bmw","5-series","Base","5x120",72.6,"M12x1.5",14,24,16,19,6.5,8,4,"cache-import","exact_safe","Specs within expected ranges"
2008,"bmw","5-series","M5","5x120",72.6,"M14x1.25",12,51,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2008,"bmw","5-series","M5","5x120",72.6,"M14x1.25",12,51,18,18,8,8,1,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2008,"bmw","5-series","M5","5x120",72.6,"M14x1.25",12,51,18,19,8,9,2,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2008,"bmw","5-series","M5","5x120",72.6,"M14x1.25",12,51,17,17,7.5,7.5,1,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2008,"bmw","m3","Base","5x120",72.6,"M12x1.5",24,29,18,20,7.5,8.5,3,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2008,"bmw","m3","M3","5x120",72.6,"M14x1.25",12,51,18,18,8.5,9.5,2,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2008,"bmw","m3","M3 Competition","5x120",72.6,"M14x1.25",12,51,19,19,9,10,2,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2008,"bmw","m5","Base","5x120",72.6,"M12x1.5",12,22,19,20,8,8.5,2,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2008,"bmw","m5","M5","5x120",72.6,"M14x1.25",12,51,19,19,8.5,9.5,2,"generation_inherit","offset_range_too_broad","39mm offset spread (12mm to 51mm)"
2008,"bmw","x3","Base","5x120",72.6,"M12x1.5",40,46,17,19,7,8,3,"cache-import","plausible_shared","Multiple specs with reasonable spread"
2008,"bmw","x5","Base","5x120",74.1,"M14x1.25",37,48,18,21,7.5,9,4,"cache-import","exact_safe","Specs within expected ranges"
2008,"buick","enclave","Preferred, Essence, Avenir","6x132",74.5,"M14x1.5",44,56,,,,,0,"generation_template","missing_wheel_specs; sibling_aggregation; suspicious_bolt_pattern","No OEM wheel sizes defined; Multiple trims grouped: Preferred, Essence, Avenir; Bolt pattern 6x132 unexpected for buick (expected: 5x120, 5x115, 5x114.3)"
2008,"buick","lacrosse","Base, Preferred, Essence, Avenir","5x115",70.3,"M12x1.5",40,50,17,18,6.5,7.5,4,"generation_template","sibling_aggregation","Multiple trims grouped: Base, Preferred, Essence, Avenir"
2008,"cadillac","cts","Base, Luxury, Premium Luxury, V-Sport, V","5x120",67.1,"M14x1.5",35,52,,,,,0,"generation_template","missing_wheel_specs; sibling_aggregation","No OEM wheel sizes defined; Multiple trims grouped: Base, Luxury, Premium Luxury, V-Sport, V"
2008,"cadillac","dts","Luxury, Performance, Platinum","5x115",70.3,"M12x1.5",40,50,17,18,7.5,8,2,"luxury-gap-fill","sibling_aggregation","Multiple trims grouped: Luxury, Performance, Platinum"
2008,"cadillac","escalade","Luxury, Premium Luxury, Sport, Platinum, V","6x139.7",78.1,"M14x1.5",22,46,19,19,8.5,8.5,1,"generation_template [filled from 2007 escalade]","sibling_aggregation","Multiple trims grouped: Luxury, Premium Luxury, Sport, Platinum, V"
2008,"cadillac","escalade-esv","Luxury, Premium Luxury, Sport, Platinum, V","6x139.7",78.1,"M14x1.5",22,46,22,22,9,9,1,"generation_template [sib-same-year:tahoe:2008]","sibling_aggregation","Multiple trims grouped: Luxury, Premium Luxury, Sport, Platinum, V"
2008,"chevrolet","blazer","L, 1LT, 2LT","5x120.65",70.3,"M12 x 1.5",36,50,15,16,7,7,3,"railway_import","sibling_aggregation","Multiple trims grouped: L, 1LT, 2LT"
2008,"chevrolet","cobalt","LS, LT, SS","5x110",65.1,"M12x1.5",35,46,,,,,0,"generation_template","missing_wheel_specs; sibling_aggregation; suspicious_bolt_pattern","No OEM wheel sizes defined; Multiple trims grouped: LS, LT, SS; Bolt pattern 5x110 unexpected for chevrolet (expected: 5x120, 5x127, 6x139.7, 8x180, 5x115, 5x4.75, 5x100, 4x100, 8x165.1, 5x114.3)"
2008,"chevrolet","colorado","WT, LT, Z71, ZR2, Trail Boss","6x139.7",78.1,"M12x1.5",25,45,16,16,6,6.5,2,"generation_template [filled from 2010 colorado]","sibling_aggregation","Multiple trims grouped: WT, LT, Z71, ZR2, Trail Boss"
2008,"chevrolet","corvette","Base","5x120.65",70.3,"M14x1.5",40,59,18,20,9,13,2,"generation_template","width_range_too_broad","4"" width spread (9"" to 13"")"
2008,"chevrolet","corvette","Z06","5x120.65",70.3,"M12x1.5",,59,18,19,9.5,12,2,"fix_cross_gen","offset_range_too_broad","59mm offset spread (0mm to 59mm)"
2008,"chevrolet","corvette","Z51","5x120.65",70.3,"M12x1.5",,59,18,19,8.5,10,2,"fix_cross_gen","offset_range_too_broad","59mm offset spread (0mm to 59mm)"
2008,"chevrolet","equinox","LS, LT, RS, Premier","5x115",70.3,"M12x1.5",38,50,,,,,0,"generation_template","missing_wheel_specs; sibling_aggregation","No OEM wheel sizes defined; Multiple trims grouped: LS, LT, RS, Premier"
