id,year,make,model,trim,tire_count,wheel_count,package_count,category,failure_reason,root_cause,tire_sizes,bolt_pattern,wheel_diams
99535065-09d0-49d9-9a13-6541db4f91a2,1969,Dodge,Coronet,Base,0,344,0,C,only vintage/non-standard sizes: F70-14,vintage_tire_size,F70-14,5x114.3,14
1daa3fd2-eb0f-4c7d-9e50-f5b65ac9c4a0,1970,Dodge,Coronet,Base,0,344,0,C,only vintage/non-standard sizes: F70-14,vintage_tire_size,F70-14,5x114.3,14
60aaa90c-5130-4e91-b3c9-53fb59321581,1964,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
6ad5a66c-95a4-40f4-8963-21e6f6f078aa,1965,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
639b302c-3609-4d6c-8fa6-054ccd242411,1966,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
588dc73f-677b-4f5f-ae99-20541a1861a2,1967,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
651bb05c-fa57-4d70-9ecf-159d264efc85,1968,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
7f8726e4-423a-4da9-ad03-e74fb98731d0,1969,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
6bab77f4-d2fd-4f0c-a9c2-7a841888580e,1970,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
d7adaee2-0291-4f6a-9ab4-8b7d86f7547a,1971,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
7c14a8f7-cba4-4bd8-acbe-5c5a48da74eb,1972,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
a794e4a3-89c9-4f2f-b5d2-23ebe1dd42fb,1973,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
13403d4f-ac17-4cfd-a879-487c8f2cc172,1974,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
2e73b640-ad7c-4a2b-983f-de6a0620fa53,1975,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
e3be8a6a-ed56-42ff-a549-ad1a1fb52c08,1976,Dodge,Dart,Base,0,61,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x110,14
40190d34-9cae-492b-9c4a-2528663cd5ff,1971,Dodge,Demon,Base,0,175,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x115,14
f2cc086e-e865-4cb2-b631-7a17c612fb52,1972,Dodge,Demon,Base,0,175,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x115,14
3407c19b-087b-4b46-b80e-5c87f11ecceb,1968,Dodge,Super Bee,Base,0,344,0,C,only vintage/non-standard sizes: F70-14,vintage_tire_size,F70-14,5x114.3,14
30d76c98-c116-4358-a5f9-717909e379ff,1969,Dodge,Super Bee,Base,0,344,0,C,only vintage/non-standard sizes: F70-14,vintage_tire_size,F70-14,5x114.3,14
bcef8c7f-8e75-4673-aff8-aa0c558f6ddf,1970,Dodge,Super Bee,Base,0,344,0,C,only vintage/non-standard sizes: F70-14,vintage_tire_size,F70-14,5x114.3,14
1459a459-fbf2-4224-918b-ebb144df380e,1970,Dodge,challenger,R/T,0,175,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x115,14
878b5d18-32f3-4700-8ca2-3c47cad8f97c,1971,Dodge,challenger,R/T,0,175,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x115,14
6cc0b800-7a3a-42dc-866c-4eb5f11d0b47,1972,Dodge,challenger,T/A,0,175,0,C,only vintage/non-standard sizes: E70-14,vintage_tire_size,E70-14,5x115,14
