id,year,make,model,display_trim,raw_trim,bolt_pattern,center_bore_mm,thread_size,offset_min_mm,offset_max_mm,oem_wheel_sizes,oem_tire_sizes,source,quality_tier,created_at
1e032569-83be-4633-861f-2ba43857b42a,2018,Lotus,Evora,Sport 410,Sport 410,5x114.3,,,,,[],"{""rear"":[""285/30ZR20""],""front"":[""235/35ZR19""]}",merged-staggered,unknown,2026-05-14T04:37:16.286Z
